ts,id,value,label
1587642272999,pump-2,14.754019, 0
1587642274617,pump-1,10.894145, 0
1587642277999,pump-2,37.004228, 1
1587642279617,pump-1,12.341190, 0
1587642282999,pump-2,15.669606, 0
1587642284618,pump-1,13.407063, 0
1587642287999,pump-2,16.686806, 0
1587642289618,pump-1,13.453725, 0
1587642292999,pump-2,17.452952, 0
1587642294618,pump-1,15.308212, 0
1587642297999,pump-2,18.055522, 0
1587642299617,pump-1,16.448298, 0
1587642302999,pump-2,16.340027, 0
1587642304618,pump-1,16.916470, 0
1587642307999,pump-2,14.828320, 0
1587642309618,pump-1,17.245467, 0
1587642312999,pump-2,12.845520, 0
1587642314617,pump-1,16.181766, 0
1587642317999,pump-2,11.724925, 0
1587642319617,pump-1,15.082201, 0
1587642323000,pump-2,11.541691, 0
1587642324617,pump-1,14.905854, 0
1587642327999,pump-2,11.197486, 0
1587642329617,pump-1,14.489237, 0
1587642332999,pump-2,9.570522, 0
1587642334617,pump-1,13.954537, 0
1587642337999,pump-2,11.523741, 0
1587642339617,pump-1,12.912052, 0
1587642342999,pump-2,12.268309, 0
1587642344617,pump-1,11.955783, 0
1587642347999,pump-2,14.153439, 0
1587642349617,pump-1,11.794509, 0
1587642353001,pump-2,15.568803, 0
1587642354617,pump-1,10.541805, 0
1587642357999,pump-2,17.420827, 0
1587642359617,pump-1,10.039678, 0
1587642362999,pump-2,18.511355, 0
1587642364617,pump-1,8.760797, 0
1587642367999,pump-2,18.348307, 0
1587642369617,pump-1,9.715566, 0
1587642372999,pump-2,17.185066, 0
1587642374617,pump-1,10.371638, 0
1587642377999,pump-2,41.055355, 1
1587642379617,pump-1,11.120515, 0
1587642382999,pump-2,14.581583, 0
1587642384617,pump-1,12.921351, 0
1587642387999,pump-2,14.236601, 0
1587642389617,pump-1,13.563575, 0
1587642392999,pump-2,13.691288, 0
1587642394617,pump-1,15.119297, 0
1587642397999,pump-2,12.101644, 0
1587642399617,pump-1,16.661502, 0
1587642402999,pump-2,10.964603, 0
1587642404620,pump-1,17.677305, 0
1587642407999,pump-2,9.883021, 0
1587642409617,pump-1,17.414610, 0
1587642412999,pump-2,10.261146, 0
1587642414617,pump-1,17.012992, 0
1587642418000,pump-2,11.009873, 0
1587642419617,pump-1,16.544830, 0
1587642422999,pump-2,11.356727, 0
1587642424617,pump-1,14.631526, 0
1587642427999,pump-2,11.734616, 0
1587642429617,pump-1,13.307600, 0
1587642432999,pump-2,12.974010, 0
1587642434617,pump-1,12.744009, 0
1587642437999,pump-2,13.545224, 0
1587642439617,pump-1,12.704983, 0
1587642442999,pump-2,15.102914, 0
1587642444617,pump-1,11.727134, 0
1587642448000,pump-2,15.819640, 0
1587642449617,pump-1,10.778551, 0
1587642452999,pump-2,17.686874, 0
1587642454617,pump-1,9.996213, 0
1587642457999,pump-2,18.900622, 0
1587642459617,pump-1,11.014428, 0
1587642462999,pump-2,17.599062, 0
1587642464617,pump-1,12.407111, 0
1587642467999,pump-2,17.057444, 0
1587642469617,pump-1,12.990126, 0
1587642472999,pump-2,16.948898, 0
1587642474617,pump-1,13.012735, 0
1587642477999,pump-2,37.491119, 1
1587642479617,pump-1,14.087908, 0
1587642482999,pump-2,14.216870, 0
1587642484617,pump-1,15.513885, 0
1587642487999,pump-2,13.913457, 0
1587642489617,pump-1,16.046130, 0
1587642492999,pump-2,13.674463, 0
1587642494617,pump-1,16.202062, 0
1587642497999,pump-2,12.923104, 0
1587642499618,pump-1,17.666449, 0
1587642502999,pump-2,12.413503, 0
1587642504617,pump-1,17.549012, 0
1587642507999,pump-2,11.450925, 0
1587642509617,pump-1,17.531996, 0
1587642513001,pump-2,10.481593, 0
1587642514617,pump-1,16.675793, 0
1587642518002,pump-2,10.062691, 0
1587642519617,pump-1,15.753491, 0
1587642522999,pump-2,9.603676, 0
1587642524617,pump-1,15.664946, 0
1587642527999,pump-2,10.375183, 0
1587642529617,pump-1,15.024703, 0
1587642532999,pump-2,11.999160, 0
1587642534617,pump-1,14.948420, 0
1587642537999,pump-2,13.850264, 0
1587642539617,pump-1,13.145562, 0
1587642542999,pump-2,15.469488, 0
1587642544617,pump-1,11.595770, 0
1587642547999,pump-2,16.099690, 0
1587642549617,pump-1,11.371189, 0
1587642552999,pump-2,16.689474, 0
1587642554618,pump-1,9.803026, 0
1587642557999,pump-2,17.120458, 0
1587642559617,pump-1,10.685933, 0
1587642562999,pump-2,17.971770, 0
1587642564617,pump-1,12.046997, 0
1587642567999,pump-2,19.911092, 0
1587642569617,pump-1,32.159127, 1
1587642572999,pump-2,18.565630, 0
1587642574620,pump-1,13.628585, 0
1587642577999,pump-2,43.545031, 1
1587642579617,pump-1,14.201554, 0
1587642582999,pump-2,15.600115, 0
1587642584617,pump-1,14.905541, 0
1587642587999,pump-2,14.203875, 0
1587642589617,pump-1,15.755529, 0
1587642592999,pump-2,12.866718, 0
1587642594618,pump-1,16.018337, 0
1587642597999,pump-2,12.606902, 0
1587642599618,pump-1,16.991675, 0
1587642603000,pump-2,10.984778, 0
1587642604617,pump-1,18.640741, 0
1587642607999,pump-2,10.265994, 0
1587642609617,pump-1,17.712000, 0
1587642613000,pump-2,9.244821, 0
1587642614617,pump-1,17.583727, 0
1587642617999,pump-2,11.077335, 0
1587642619617,pump-1,17.215106, 0
1587642622999,pump-2,11.654435, 0
1587642624617,pump-1,15.677846, 0
1587642627999,pump-2,11.729040, 0
1587642629617,pump-1,13.786214, 0
1587642632999,pump-2,12.783476, 0
1587642634622,pump-1,13.008998, 0
1587642637999,pump-2,14.177766, 0
1587642639618,pump-1,12.946966, 0
1587642642999,pump-2,15.457159, 0
1587642644617,pump-1,12.060390, 0
1587642647999,pump-2,15.526375, 0
1587642649617,pump-1,11.332652, 0
1587642652999,pump-2,16.449485, 0
1587642654617,pump-1,10.309078, 0
1587642657999,pump-2,16.768508, 0
1587642659617,pump-1,9.479638, 0
1587642662999,pump-2,18.458793, 0
1587642664617,pump-1,9.878435, 0
1587642668000,pump-2,18.347793, 0
1587642669617,pump-1,11.726325, 0
1587642672999,pump-2,17.462077, 0
1587642674617,pump-1,12.113706, 0
1587642677999,pump-2,42.815073, 1
1587642679618,pump-1,13.753652, 0
1587642682999,pump-2,17.015736, 0
1587642684617,pump-1,15.467354, 0
1587642687999,pump-2,15.516181, 0
1587642689617,pump-1,15.510435, 0
1587642692999,pump-2,14.146611, 0
1587642694617,pump-1,17.337392, 0
1587642698003,pump-2,13.833097, 0
1587642699617,pump-1,16.379095, 0
1587642702999,pump-2,12.882630, 0
1587642704617,pump-1,15.114261, 0
1587642707999,pump-2,12.768985, 0
1587642709617,pump-1,14.896429, 0
1587642712999,pump-2,12.396428, 0
1587642714617,pump-1,13.574616, 0
1587642717999,pump-2,11.988583, 0
1587642719617,pump-1,13.169656, 0
1587642722999,pump-2,10.130211, 0
1587642724617,pump-1,12.311095, 0
1587642727999,pump-2,9.204020, 0
1587642729617,pump-1,11.154641, 0
1587642732999,pump-2,9.498642, 0
1587642734617,pump-1,9.456762, 0
1587642737999,pump-2,9.724856, 0
1587642739617,pump-1,10.511167, 0
1587642742999,pump-2,9.836214, 0
1587642744617,pump-1,11.473960, 0
1587642747999,pump-2,11.177644, 0
1587642749617,pump-1,12.276478, 0
1587642752999,pump-2,11.928039, 0
1587642754617,pump-1,13.289872, 0
1587642757999,pump-2,12.708330, 0
1587642759617,pump-1,14.419724, 0
1587642763002,pump-2,13.137047, 0
1587642764617,pump-1,14.535397, 0
1587642767999,pump-2,14.006558, 0
1587642769617,pump-1,15.111256, 0
1587642772999,pump-2,14.728648, 0
1587642774617,pump-1,16.312423, 0
1587642777999,pump-2,40.104428, 1
1587642779617,pump-1,17.292462, 0
1587642782999,pump-2,16.610403, 0
1587642784617,pump-1,16.637890, 0
1587642787999,pump-2,18.397523, 0
1587642789617,pump-1,14.839067, 0
1587642792999,pump-2,16.645253, 0
1587642794617,pump-1,13.023726, 0
1587642797999,pump-2,14.859428, 0
1587642799617,pump-1,12.561898, 0
1587642802999,pump-2,14.169705, 0
1587642804617,pump-1,11.770182, 0
1587642807999,pump-2,13.138955, 0
1587642809617,pump-1,11.161543, 0
1587642812999,pump-2,13.106082, 0
1587642814624,pump-1,10.861711, 0
1587642817999,pump-2,12.262735, 0
1587642819617,pump-1,10.547133, 0
1587642822999,pump-2,11.233157, 0
1587642824617,pump-1,9.608215, 0
1587642827999,pump-2,10.247674, 0
1587642829617,pump-1,10.325621, 0
1587642832999,pump-2,9.042647, 0
1587642834617,pump-1,11.949511, 0
1587642837999,pump-2,10.074484, 0
1587642839617,pump-1,13.899530, 0
1587642842999,pump-2,11.187921, 0
1587642844617,pump-1,14.861801, 0
1587642847999,pump-2,11.634227, 0
1587642849617,pump-1,15.726993, 0
1587642852999,pump-2,13.254236, 0
1587642854617,pump-1,17.178386, 0
1587642857999,pump-2,14.305702, 0
1587642859617,pump-1,16.462643, 0
1587642862999,pump-2,16.027475, 0
1587642864617,pump-1,16.154388, 0
1587642867999,pump-2,17.508244, 0
1587642869617,pump-1,15.829722, 0
1587642872999,pump-2,18.481527, 0
1587642874618,pump-1,14.883995, 0
1587642877999,pump-2,44.002641, 1
1587642879617,pump-1,13.025531, 0
1587642883002,pump-2,17.400801, 0
1587642884617,pump-1,12.922854, 0
1587642887999,pump-2,16.187157, 0
1587642889617,pump-1,11.075036, 0
1587642892999,pump-2,14.248724, 0
1587642894618,pump-1,10.207836, 0
1587642897999,pump-2,12.740340, 0
1587642899617,pump-1,8.416417, 0
1587642902999,pump-2,12.538490, 0
1587642904617,pump-1,10.325793, 0
1587642907999,pump-2,11.412937, 0
1587642909617,pump-1,11.839963, 0
1587642912999,pump-2,9.761986, 0
1587642914617,pump-1,11.958706, 0
1587642917999,pump-2,10.045924, 0
1587642919617,pump-1,13.776049, 0
1587642922999,pump-2,11.968071, 0
1587642924617,pump-1,14.007805, 0
1587642927999,pump-2,11.990406, 0
1587642929617,pump-1,15.144119, 0
1587642932999,pump-2,12.939561, 0
1587642934617,pump-1,16.262803, 0
1587642937999,pump-2,13.021820, 0
1587642939618,pump-1,17.009675, 0
1587642942999,pump-2,14.458920, 0
1587642944617,pump-1,15.109029, 0
1587642947999,pump-2,15.170652, 0
1587642949617,pump-1,13.933013, 0
1587642952999,pump-2,15.299835, 0
1587642954617,pump-1,12.342548, 0
1587642957999,pump-2,16.141739, 0
1587642959617,pump-1,10.593244, 0
1587642962999,pump-2,17.409210, 0
1587642964617,pump-1,10.536887, 0
1587642967999,pump-2,18.568521, 0
1587642969618,pump-1,8.557746, 0
1587642972999,pump-2,17.189034, 0
1587642974617,pump-1,10.120161, 0
1587642977999,pump-2,40.530748, 1
1587642979617,pump-1,10.225480, 0
1587642982999,pump-2,15.050119, 0
1587642984617,pump-1,11.798348, 0
1587642987999,pump-2,13.419409, 0
1587642989617,pump-1,13.568989, 0
1587642992999,pump-2,12.827794, 0
1587642994618,pump-1,15.343264, 0
1587642998004,pump-2,12.517089, 0
1587642999617,pump-1,15.530338, 0
1587643002999,pump-2,11.360416, 0
1587643004617,pump-1,15.634546, 0
1587643007999,pump-2,10.245231, 0
1587643009617,pump-1,16.796802, 0
1587643012999,pump-2,9.434947, 0
1587643014618,pump-1,17.974994, 0
1587643017999,pump-2,10.642101, 0
1587643019617,pump-1,16.757687, 0
1587643022999,pump-2,11.549412, 0
1587643024618,pump-1,16.381142, 0
1587643028005,pump-2,11.688698, 0
1587643029617,pump-1,14.730244, 0
1587643032999,pump-2,13.572959, 0
1587643034617,pump-1,13.536479, 0
1587643038014,pump-2,14.078703, 0
1587643039617,pump-1,12.115769, 0
1587643042999,pump-2,15.030392, 0
1587643044617,pump-1,10.466953, 0
1587643047999,pump-2,16.224502, 0
1587643049617,pump-1,10.240251, 0
1587643052999,pump-2,17.277722, 0
1587643054617,pump-1,8.612207, 0
1587643057999,pump-2,18.099832, 0
1587643059617,pump-1,10.004780, 0
1587643062999,pump-2,16.427300, 0
1587643064617,pump-1,10.873008, 0
1587643067999,pump-2,15.393038, 0
1587643069617,pump-1,11.882673, 0
1587643072999,pump-2,13.452227, 0
1587643074617,pump-1,13.064759, 0
1587643077999,pump-2,28.996770, 1
1587643079617,pump-1,14.475164, 0
1587643082999,pump-2,10.494860, 0
1587643084617,pump-1,15.494371, 0
1587643087999,pump-2,8.507223, 0
1587643089617,pump-1,16.664590, 0
1587643092999,pump-2,10.443570, 0
1587643094619,pump-1,18.619951, 0
1587643097999,pump-2,10.651030, 0
1587643099617,pump-1,18.188255, 0
1587643102999,pump-2,11.755561, 0
1587643104618,pump-1,17.602557, 0
1587643107999,pump-2,12.386633, 0
1587643109618,pump-1,17.072530, 0
1587643112999,pump-2,14.155366, 0
1587643114618,pump-1,16.910779, 0
1587643117999,pump-2,16.000415, 0
1587643119618,pump-1,15.208233, 0
1587643123000,pump-2,17.316405, 0
1587643124617,pump-1,14.503110, 0
1587643127999,pump-2,17.970538, 0
1587643129617,pump-1,14.403666, 0
1587643132999,pump-2,17.982978, 0
1587643134617,pump-1,12.482420, 0
1587643137999,pump-2,18.839453, 0
1587643139617,pump-1,11.639137, 0
1587643142999,pump-2,17.456914, 0
1587643144617,pump-1,11.187240, 0
1587643147999,pump-2,16.064101, 0
1587643149618,pump-1,10.351331, 0
1587643153002,pump-2,14.946635, 0
1587643154617,pump-1,8.855269, 0
1587643157999,pump-2,13.629430, 0
1587643159617,pump-1,9.290396, 0
1587643162999,pump-2,13.374962, 0
1587643164617,pump-1,10.690030, 0
1587643167999,pump-2,12.990892, 0
1587643169618,pump-1,11.604550, 0
1587643172999,pump-2,11.810038, 0
1587643174618,pump-1,12.455735, 0
1587643177999,pump-2,27.327206, 1
1587643179617,pump-1,13.987854, 0
1587643182999,pump-2,9.849658, 0
1587643184617,pump-1,14.289377, 0
1587643187999,pump-2,9.998685, 0
1587643189617,pump-1,14.562020, 0
1587643192999,pump-2,10.769867, 0
1587643194617,pump-1,15.191435, 0
1587643197999,pump-2,10.779126, 0
1587643199617,pump-1,16.916353, 0
1587643202999,pump-2,12.241991, 0
1587643204618,pump-1,18.648708, 0
1587643207999,pump-2,12.551997, 0
1587643209617,pump-1,18.599774, 0
1587643212999,pump-2,12.752206, 0
1587643214617,pump-1,17.162166, 0
1587643218002,pump-2,13.959554, 0
1587643219617,pump-1,16.982286, 0
1587643222999,pump-2,15.056661, 0
1587643224617,pump-1,15.126949, 0
1587643227999,pump-2,15.796494, 0
1587643229617,pump-1,14.344330, 0
1587643232999,pump-2,16.959642, 0
1587643234617,pump-1,13.865426, 0
1587643237999,pump-2,17.403401, 0
1587643239617,pump-1,13.372520, 0
1587643242999,pump-2,19.324419, 0
1587643244617,pump-1,11.989544, 0
1587643247999,pump-2,17.630615, 0
1587643249617,pump-1,11.586177, 0
1587643252999,pump-2,16.998399, 0
1587643254617,pump-1,10.090668, 0
1587643257999,pump-2,15.131870, 0
1587643259617,pump-1,8.616318, 0
1587643262999,pump-2,13.615021, 0
1587643264617,pump-1,9.411590, 0
1587643267999,pump-2,11.731620, 0
1587643269617,pump-1,10.126908, 0
1587643272999,pump-2,10.467584, 0
1587643274617,pump-1,10.968243, 0
1587643277999,pump-2,25.853559, 1
1587643279617,pump-1,11.117447, 0
1587643282999,pump-2,10.151503, 0
1587643284617,pump-1,12.959816, 0
1587643287999,pump-2,10.127190, 0
1587643289617,pump-1,14.789476, 0
1587643292999,pump-2,8.460144, 0
1587643294618,pump-1,15.866126, 0
1587643297999,pump-2,8.697371, 0
1587643299617,pump-1,15.891036, 0
1587643302999,pump-2,10.526284, 0
1587643304617,pump-1,15.942030, 0
1587643307999,pump-2,11.150797, 0
1587643309617,pump-1,16.180855, 0
1587643312999,pump-2,11.584515, 0
1587643314617,pump-1,16.331694, 0
1587643317999,pump-2,13.368028, 0
1587643319618,pump-1,16.703270, 0
1587643322999,pump-2,14.944422, 0
1587643324617,pump-1,17.897020, 0
1587643327999,pump-2,16.723192, 0
1587643329617,pump-1,17.154571, 0
1587643332999,pump-2,18.261694, 0
1587643334617,pump-1,16.428660, 0
1587643338002,pump-2,16.780640, 0
1587643339617,pump-1,15.942635, 0
1587643342999,pump-2,16.340068, 0
1587643344617,pump-1,14.073183, 0
1587643348002,pump-2,14.847080, 0
1587643349617,pump-1,13.660723, 0
1587643352999,pump-2,13.153367, 0
1587643354617,pump-1,12.856667, 0
1587643357999,pump-2,12.557560, 0
1587643359617,pump-1,11.516207, 0
1587643362999,pump-2,12.053358, 0
1587643364617,pump-1,10.008843, 0
1587643367999,pump-2,11.889488, 0
1587643369618,pump-1,8.682269, 0
1587643372999,pump-2,9.955145, 0
1587643374617,pump-1,10.663850, 0
1587643377999,pump-2,28.324383, 1
1587643379617,pump-1,11.295586, 0
1587643382999,pump-2,11.382225, 0
1587643384617,pump-1,12.211109, 0
1587643388000,pump-2,12.807506, 0
1587643389618,pump-1,14.147279, 0
1587643392999,pump-2,14.426795, 0
1587643394617,pump-1,15.184000, 0
1587643398000,pump-2,15.005279, 0
1587643399617,pump-1,16.700646, 0
1587643402999,pump-2,16.116219, 0
1587643404617,pump-1,17.118445, 0
1587643407999,pump-2,17.250349, 0
1587643409617,pump-1,15.499510, 0
1587643412999,pump-2,18.008620, 0
1587643414617,pump-1,14.842288, 0
1587643417999,pump-2,16.781332, 0
1587643419617,pump-1,12.894124, 0
1587643422999,pump-2,15.574697, 0
1587643424617,pump-1,12.327162, 0
1587643427999,pump-2,14.666047, 0
1587643429617,pump-1,10.967999, 0
1587643432999,pump-2,14.440213, 0
1587643434617,pump-1,10.571234, 0
1587643437999,pump-2,14.318848, 0
1587643439617,pump-1,9.748068, 0
1587643442999,pump-2,13.972007, 0
1587643444617,pump-1,11.547138, 0
1587643447999,pump-2,13.145735, 0
1587643449617,pump-1,11.847416, 0
1587643452999,pump-2,11.729611, 0
1587643454617,pump-1,12.497485, 0
1587643457999,pump-2,11.421535, 0
1587643459617,pump-1,13.379465, 0
1587643462999,pump-2,10.299551, 0
1587643464617,pump-1,15.142192, 0
1587643467999,pump-2,8.492118, 0
1587643469618,pump-1,16.933924, 0
1587643472999,pump-2,9.157412, 0
1587643474617,pump-1,18.581316, 0
1587643477999,pump-2,26.212811, 1
1587643479617,pump-1,16.766484, 0
1587643482999,pump-2,11.126371, 0
1587643484617,pump-1,16.478501, 0
1587643488000,pump-2,11.128115, 0
1587643489617,pump-1,14.911779, 0
1587643492999,pump-2,12.482716, 0
1587643494617,pump-1,14.369865, 0
1587643497999,pump-2,12.676695, 0
1587643499617,pump-1,12.531097, 0
1587643502999,pump-2,14.362220, 0
1587643504617,pump-1,11.161965, 0
1587643507999,pump-2,15.179644, 0
1587643509618,pump-1,11.045194, 0
1587643512999,pump-2,15.922274, 0
1587643514617,pump-1,9.447217, 0
1587643517999,pump-2,16.965590, 0
1587643519617,pump-1,10.861902, 0
1587643522999,pump-2,18.578165, 0
1587643524617,pump-1,11.049089, 0
1587643527999,pump-2,18.116579, 0
1587643529617,pump-1,11.995678, 0
1587643532999,pump-2,17.756062, 0
1587643534618,pump-1,12.372472, 0
1587643537999,pump-2,17.572529, 0
1587643539617,pump-1,13.455537, 0
1587643542999,pump-2,16.652639, 0
1587643544617,pump-1,14.253855, 0
1587643547999,pump-2,16.465490, 0
1587643549617,pump-1,14.472169, 0
1587643552999,pump-2,16.405322, 0
1587643554617,pump-1,15.862985, 0
1587643557999,pump-2,15.587471, 0
1587643559617,pump-1,16.172486, 0
1587643562999,pump-2,15.136687, 0
1587643564619,pump-1,16.481069, 0
1587643567999,pump-2,14.091943, 0
1587643569618,pump-1,45.867666, 1
1587643572999,pump-2,13.137810, 0
1587643574617,pump-1,16.829176, 0
1587643577999,pump-2,30.784815, 1
1587643579617,pump-1,15.156606, 0
1587643582999,pump-2,10.398517, 0
1587643584618,pump-1,13.591237, 0
1587643587999,pump-2,9.473710, 0
1587643589617,pump-1,12.487512, 0
1587643592999,pump-2,10.998971, 0
1587643594617,pump-1,10.839406, 0
1587643597999,pump-2,11.656146, 0
1587643599617,pump-1,9.021137, 0
1587643602999,pump-2,12.575024, 0
1587643604617,pump-1,10.431462, 0
1587643607999,pump-2,14.427705, 0
1587643609617,pump-1,11.586576, 0
1587643612999,pump-2,15.617775, 0
1587643614617,pump-1,11.782444, 0
1587643617999,pump-2,15.987323, 0
1587643619617,pump-1,12.283912, 0
1587643622999,pump-2,16.173234, 0
1587643624620,pump-1,13.813206, 0
1587643627999,pump-2,16.924837, 0
1587643629618,pump-1,15.381529, 0
1587643632999,pump-2,17.740885, 0
1587643634617,pump-1,15.508628, 0
1587643637999,pump-2,18.828847, 0
1587643639617,pump-1,17.332011, 0
1587643643001,pump-2,18.454004, 0
1587643644618,pump-1,16.067849, 0
1587643647999,pump-2,17.263204, 0
1587643649617,pump-1,15.251910, 0
1587643652999,pump-2,15.887043, 0
1587643654617,pump-1,14.900050, 0
1587643657999,pump-2,14.390969, 0
1587643659618,pump-1,13.973780, 0
1587643662999,pump-2,13.853771, 0
1587643664618,pump-1,13.854102, 0
1587643667999,pump-2,13.237859, 0
1587643669617,pump-1,13.134378, 0
1587643672999,pump-2,11.353581, 0
1587643674617,pump-1,12.489363, 0
1587643677999,pump-2,28.042598, 1
1587643679617,pump-1,11.502209, 0
1587643682999,pump-2,9.380672, 0
1587643684617,pump-1,10.561957, 0
1587643687999,pump-2,10.991524, 0
1587643689618,pump-1,9.762060, 0
1587643692999,pump-2,11.132193, 0
1587643694617,pump-1,11.480248, 0
1587643697999,pump-2,12.017859, 0
1587643699617,pump-1,12.756160, 0
1587643703002,pump-2,12.101217, 0
1587643704617,pump-1,14.030324, 0
1587643707999,pump-2,14.090339, 0
1587643709618,pump-1,14.737633, 0
1587643712999,pump-2,14.733030, 0
1587643714617,pump-1,14.850560, 0
1587643717999,pump-2,14.871941, 0
1587643719617,pump-1,16.611586, 0
1587643722999,pump-2,15.223621, 0
1587643724617,pump-1,18.335726, 0
1587643727999,pump-2,16.950732, 0
1587643729617,pump-1,16.961126, 0
1587643732999,pump-2,18.827076, 0
1587643734617,pump-1,16.806353, 0
1587643737999,pump-2,18.244162, 0
1587643739617,pump-1,15.602782, 0
1587643742999,pump-2,17.031016, 0
1587643744617,pump-1,15.027881, 0
1587643747999,pump-2,15.970964, 0
1587643749617,pump-1,13.360195, 0
1587643753000,pump-2,13.994488, 0
1587643754617,pump-1,13.014902, 0
1587643757999,pump-2,13.080898, 0
1587643759618,pump-1,11.631728, 0
1587643763001,pump-2,11.491392, 0
1587643764622,pump-1,10.799915, 0
1587643767999,pump-2,10.068487, 0
1587643769617,pump-1,9.318144, 0
1587643772999,pump-2,9.462421, 0
1587643774617,pump-1,9.574253, 0
1587643777999,pump-2,28.326557, 1
1587643779617,pump-1,10.354278, 0
1587643782999,pump-2,12.378688, 0
1587643784618,pump-1,12.178910, 0
1587643787999,pump-2,13.437836, 0
1587643789617,pump-1,13.333808, 0
1587643792999,pump-2,13.609149, 0
1587643794617,pump-1,13.693015, 0
1587643797999,pump-2,13.977133, 0
1587643799617,pump-1,13.893519, 0
1587643802999,pump-2,15.008026, 0
1587643804617,pump-1,15.613271, 0
1587643807999,pump-2,15.362505, 0
1587643809618,pump-1,15.881673, 0
1587643812999,pump-2,16.325328, 0
1587643814617,pump-1,16.196306, 0
1587643817999,pump-2,17.218676, 0
1587643819617,pump-1,17.018970, 0
1587643822999,pump-2,17.683989, 0
1587643824617,pump-1,16.324946, 0
1587643827999,pump-2,17.727658, 0
1587643829617,pump-1,14.667157, 0
1587643832999,pump-2,18.760005, 0
1587643834617,pump-1,12.977318, 0
1587643837999,pump-2,17.838836, 0
1587643839617,pump-1,11.751471, 0
1587643842999,pump-2,16.933528, 0
1587643844617,pump-1,11.485924, 0
1587643847999,pump-2,16.685362, 0
1587643849617,pump-1,9.555561, 0
1587643852999,pump-2,14.728172, 0
1587643854622,pump-1,10.485010, 0
1587643857999,pump-2,14.389360, 0
1587643859617,pump-1,11.989685, 0
1587643862999,pump-2,12.548691, 0
1587643864617,pump-1,13.736993, 0
1587643868063,pump-2,10.725211, 0
1587643869617,pump-1,14.431595, 0
1587643873009,pump-2,10.449211, 0
1587643874617,pump-1,14.468881, 0
1587643877999,pump-2,25.422925, 1
1587643879617,pump-1,15.127426, 0
1587643882999,pump-2,8.841924, 0
1587643884617,pump-1,16.626901, 0
1587643887999,pump-2,10.499045, 0
1587643889617,pump-1,18.158195, 0
1587643892999,pump-2,10.749790, 0
1587643894617,pump-1,17.409894, 0
1587643897999,pump-2,12.588362, 0
1587643899618,pump-1,15.907000, 0
1587643902999,pump-2,12.773301, 0
1587643904618,pump-1,15.801480, 0
1587643907999,pump-2,14.349793, 0
1587643909617,pump-1,15.207747, 0
1587643912999,pump-2,15.125040, 0
1587643914617,pump-1,13.995614, 0
1587643917999,pump-2,16.537858, 0
1587643919617,pump-1,13.097164, 0
1587643922999,pump-2,17.506740, 0
1587643924621,pump-1,12.582105, 0
1587643927999,pump-2,17.779615, 0
1587643929617,pump-1,11.400882, 0
1587643932999,pump-2,19.520944, 0
1587643934618,pump-1,10.322595, 0
1587643937999,pump-2,18.060432, 0
1587643939617,pump-1,10.121815, 0
1587643942999,pump-2,17.333597, 0
1587643944617,pump-1,9.505948, 0
1587643947999,pump-2,16.102882, 0
1587643949617,pump-1,10.925698, 0
1587643952999,pump-2,15.727975, 0
1587643954618,pump-1,11.912905, 0
1587643957999,pump-2,15.315577, 0
1587643959617,pump-1,12.939963, 0
1587643962999,pump-2,14.755062, 0
1587643964617,pump-1,13.261585, 0
1587643967999,pump-2,14.685757, 0
1587643969618,pump-1,14.387550, 0
1587643972999,pump-2,13.526085, 0
1587643974617,pump-1,16.113759, 0
1587643977999,pump-2,28.881772, 1
1587643979617,pump-1,17.214338, 0
1587643982999,pump-2,9.946019, 0
1587643984618,pump-1,16.319527, 0
1587643987999,pump-2,11.778784, 0
1587643989617,pump-1,14.715661, 0
1587643992999,pump-2,13.608991, 0
1587643994617,pump-1,14.135544, 0
1587643997999,pump-2,15.072920, 0
1587643999617,pump-1,13.215786, 0
1587644002999,pump-2,15.622101, 0
1587644004618,pump-1,11.340471, 0
1587644007999,pump-2,17.503722, 0
1587644009617,pump-1,9.884609, 0
1587644012999,pump-2,17.617152, 0
1587644014617,pump-1,11.718150, 0
1587644017999,pump-2,19.598045, 0
1587644019617,pump-1,12.763558, 0
1587644022999,pump-2,19.087664, 0
1587644024617,pump-1,13.540173, 0
1587644027999,pump-2,18.088078, 0
1587644029617,pump-1,13.645053, 0
1587644032999,pump-2,17.054274, 0
1587644034617,pump-1,13.660141, 0
1587644037999,pump-2,16.671342, 0
1587644039617,pump-1,14.127448, 0
1587644042999,pump-2,15.191709, 0
1587644044617,pump-1,14.892177, 0
1587644047999,pump-2,13.791734, 0
1587644049617,pump-1,14.957326, 0
1587644052999,pump-2,12.166261, 0
1587644054617,pump-1,15.300233, 0
1587644057999,pump-2,10.224288, 0
1587644059617,pump-1,16.696272, 0
1587644062999,pump-2,10.191597, 0
1587644064617,pump-1,17.165106, 0
1587644067999,pump-2,9.932807, 0
1587644069617,pump-1,16.964691, 0
1587644072999,pump-2,11.667875, 0
1587644074617,pump-1,16.195084, 0
1587644077999,pump-2,30.125460, 1
1587644079617,pump-1,14.580359, 0
1587644082999,pump-2,14.034045, 0
1587644084619,pump-1,13.345981, 0
1587644087999,pump-2,15.695602, 0
1587644089617,pump-1,11.701198, 0
1587644092999,pump-2,17.049179, 0
1587644094617,pump-1,10.320203, 0
1587644097999,pump-2,18.220619, 0
1587644099617,pump-1,10.109503, 0
1587644102999,pump-2,16.676695, 0
1587644104617,pump-1,9.986025, 0
1587644107999,pump-2,15.615216, 0
1587644109617,pump-1,11.409467, 0
